QUEST_LV_0200_20150317_000001	フィリパス直属部隊員	필리파스 직속 부대원				
QUEST_LV_0200_20150317_000002	モンスターの攻撃が勢いを増しています。{nl}覚悟はできていますが、それでも怖いです。	몬스터의 공격이 점점 더 거세집니다.{nl}각오는 되어 있지만, 그래도 두렵습니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000003	どうせ明日死ぬ運命なら、今日ここで命を捧げます。	내일 죽을 몸이라면 오늘 목숨을 바쳐도 상관없습니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000004	指揮官バセニン	지휘관 바세닌				
QUEST_LV_0200_20150317_000005	劣悪な補給と兵力をどうにかして解決しなければ。{nl}やはりカーティン森を地点ごとにまとめて突破したほうかよいのか。	열악한 보급과 병력을 어떻게든 해결 해야해.{nl}역시 카틴 숲을 한 지점씩 모아서 돌파하는 게 좋을까.				지휘관 바세닌
QUEST_LV_0200_20150317_000006	皆が苦しんでいるのはわかるが、カーティン森を完全に取り返すまでは諦めるわけにはいかない。	다들 힘들어하고 있지만 카틴 숲을 온전히 되찾을 때 까진 포기할 수 없네.				지휘관 바세닌
QUEST_LV_0200_20150317_000007	上級将校フィリパス	선임장교 필리파스				
QUEST_LV_0200_20150317_000008	私はこの世に平和を取り戻したい。{nl}そのためには今まで以上に頑張らなければならないのだ。	나는 평화로운 세상을 원하네.{nl}그러기 위해선 내가 더욱 분발해야겠지.				선임장교 필리파스
QUEST_LV_0200_20150317_000009	モンスターに奪われた森を取り返すためなら何でもやります。{nl}命をかける価値は十分にあるんです。	몬스터에게 빼앗긴 숲을 되찾기 위해선 뭐든 할 겁니다.{nl}목숨을 걸 가치는 충분합니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000010	我々の最前線は、フィリパス様の専属部隊で構成されています。{nl}フィリパス様の命令ならば、どんなことでも従う準備ができています。	저희 전방 부대는 필리파스님의 전속 부대로 이루어져 있습니다.{nl}필리파스님의 명령이라면 불구덩이 속이라도 따라갈 겁니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000011	毎日毎日、死を覚悟して生きています。{nl}いつも持ち歩いている遺書が我々の覚悟の証です。	언제나 지금이 마지막일지도 모른다는 생각으로 살아가고 있습니다.{nl}품 안에 항상 지니고 있는 유서가 바로 저희들의 각오입니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000012	将校フィリックス	장교 필릭스				
QUEST_LV_0200_20150317_000013	カーティン森の入口は比較的安全だが、これ以上奥まで入るのは危険だ。諦めたほうが良い。	카틴 숲 입구는 그나마 안전한 편이지만 이 이상 깊숙히 들어가는 건 왠간하면 포기하시오.				
QUEST_LV_0200_20150317_000014	弱いフクロウの彫像	약한 부엉이 조각상				
QUEST_LV_0200_20150317_000015	私の力はだんだん弱くなっています。{nl}まだまだ導かなければならない霊魂がたくさん残っているのに…。	제 힘은 점점 약해지고 있어요.{nl}아직도 인도해야 할 영혼이 많은데..				약한 부엉이 조각상
QUEST_LV_0200_20150317_000016	怖がるフクロウの彫像	두려운 부엉이 조각상				
QUEST_LV_0200_20150317_000017	森の神聖な力が弱くなっています。{nl}この先どうなることやら…。	숲의 신성한 힘이 약해지고 있어요.{nl}이젠 정말 어찌 되려나..				두려운 부엉이 조각상
