QUEST_LV_0400_20161012_000001	ケドラ商団員アルタ	케도라 상단원 알타				
QUEST_LV_0400_20161012_000002	心配になって来てみたはいいものの、一人であの中に入る勇気がなくてな。{nl}だから君にこうしてお願いしているわけだ。	걱정이 돼서 와 봤지만 혼자서는 저 안으로 들어갈 엄두가 안나는구먼.{nl}그러니 이렇게 자네에게 부탁하는 걸세.				케도라 상단원 알타
QUEST_LV_0400_20161012_000003	中に何がいるか分からないだろ。{nl}ほら、あそこにモンスターたちもいるし…。	안에 뭐가 있을 지 어떻게 알고 들어가겠나.{nl}뻔히 저렇게 몬스터들이 있기도 하고..				케도라 상단원 알타
QUEST_LV_0400_20161012_000004	避難者たちの間でアレンビックの伝説というのが出回っている。{nl}私は、その実体を確かめたかった。	피난민들 사이에서 알렘빅 전설이라는 것이 돌고 있더라고.{nl}그 실체를 확인하고 싶었지.				케도라 상단원 알타
QUEST_LV_0400_20161012_000005	商団で探している物があるかも知れないし…。{nl}君もこの洞窟を探検するつもりだったようだし、ついでにギゴ傭兵団を見つけてくれれば、お互いが得するだろうにな。	{nl}상단에서 찾는 물건이 있을지도 모르고..{nl}자네도 이 동굴을 탐험할 거였으면 겸사겸사 기고 용병단을 찾아주면 서로 좋은 일 아닌가.				케도라 상단원 알타
QUEST_LV_0400_20161012_000006	もちろん手ぶらで行かせたりはしないよ。さあ、この本を受け取れ。{nl}何も知らずに入るよりかはマシだろうから。	{nl}대신 이 책을 주겠네.{nl}아무 것도 모르고 들어가는 것 보다는 조금이나마 도움이 될테니 말이야.				케도라 상단원 알타
QUEST_LV_0400_20161012_000007	司祭リンタス	사제 린타스				
QUEST_LV_0400_20161012_000008	司祭リンタスが記念碑の内容を修正している。{nl}ずいぶんと作業が長引いている。	사제 린타스가 기념비의 내용을 수정 중이다.{nl}꽤 작업이 길어지고 있다.				사제 린타스
QUEST_LV_0400_20161012_000009	おかげさまで記念碑を修正できました。{nl}これから司祭キダスとブルナスの進捗状況を確認します。	덕분에 기념비를 수정했습니다.{nl}사제 키다스와 브루나스의 진행 상황을 알아봐야겠습니다.				사제 린타스
QUEST_LV_0400_20161012_000010	ウグニス	우그니스				
QUEST_LV_0400_20161012_000011	せっかく手伝ってもらったのに、それでもプレセットは見つかりませんでした。{nl}ここのことを片づけて師匠のところへ戻りたいと思います。	도움을 받아도 플레세트는 못 찾았어요.{nl}일단 여기 일을 좀 정리해서 스승님께 돌아갈 겁니다.				우그니스
QUEST_LV_0400_20161012_000012	アクィラス	아퀼라스				
QUEST_LV_0400_20161012_000013	弓術を学ぶためにここまで来たのに何も教えてもらえないし、矢を探せだなんて…。{nl}矢探しなんかやらされると知っていたら、こんなところには来なかったはずだ…。{nl}	궁술을 배우려고 여기까지 따라왔건만 알려주는 건 별거 없고 화살을 찾으라니..{nl}화살 찾으러 다닌다는 사실만 알았어도 이런 고생길에 나서진 않았을 거야.. {nl}				아퀼라스
QUEST_LV_0400_20161012_000014	リディア・シャッフェンだってそうだ。{nl}プレセットだか何だかよく分からない物でジブリナスを倒したのなら、{nl}ちゃんと矢を回収するべきだろ。{nl}そんな大事な物を放置するなんて！	리디아 샤펜도 그렇지. {nl}플레세트인지 뭔지로 지부리나스를 죽였으면 화살을 수거해 가야지 그냥 두고가?				아퀼라스
QUEST_LV_0400_20161012_000015	こんなだらしない人が伝説の人と称えられるなんて。{nl}自分の持ち物の管理もしっかりできない人なのに。	{nl}전설적인 사람이라고 추앙 받으면 뭐해.{nl}자기 물건도 소중히 안 다루는걸.				아퀼라스
QUEST_LV_0400_20161012_000016	師匠も理解できないよ。{nl}プレセットという物さえ見つければ、本当に許してもらえるのか？	{nl}스승님도 참 이해 안돼.{nl}플레세트인지 뭔지를 찾으면 용서를 구할 수는 있는 거야?				아퀼라스
QUEST_LV_0400_20161012_000017	矢探しはいいとして…植生の報告をしろだなんて、理解に苦しむ。{nl}ああ…やる気が出ないなぁ。	{nl}백 번 양보해도.. 찾으려는 화살은 안 찾고 식생이나 보고하라는 건 정말 이해가 안돼.{nl}으… 하기 싫어.				아퀼라스
QUEST_LV_0400_20161012_000018	手伝ってくれるのか？助かるよ。{nl}まず、ポピーワラビとアイリー草、プリアの花びらを集めてくれ。	도와준다면야 나야 좋지.{nl}일단 포피 고사리와 아일리 풀, 프리아 꽃잎을 모아줘.				아퀼라스
QUEST_LV_0400_20161012_000019	これが伝説の矢と何の関係があるのかって？{nl}それはこっちも知りたいよ。	{nl}이게 전설의 화살이랑 무슨 상관이냐고?{nl}그건 나도 정말 궁금해.				아퀼라스
