UI_20150317_000001	{@st41b}各クラスのマスターのところで{nl}特性を習得できます。{/}	{@st41b}각 클래스 마스터들에게서{nl}특성을 배울 수 있습니다.{/}				
UI_20150317_000002	{@st43}特性リスト{/}	{@st43}특성 목록{/}				
UI_20150317_000003	{@st59}特性リストを閉じます{/}	{@st59}특성리스트를 닫습니다{/}				
UI_20150317_000004	{@st43}特性習得{/}	{@st43}특성 배우기{/}				
UI_20150317_000005	{@st59}特性ウィンドウを閉じます{/}	{@st59}특성창을 닫습니다{/}				
UI_20150317_000006	{@st41b}所持金{/}	{@st41b}소지금{/}				
UI_20150317_000007	自分の業績	나의 업적				
UI_20150317_000008	サーバーランキング	서버 랭킹				
UI_20150317_000009	{@st59}突発イベントがあります{/}	{@st59}돌발이벤트가 있습니다{/}				
UI_20150317_000010	{@st59}ヘルプメッセージがあります{/}	{@st59}도움말이 있습니다{/}				
UI_20150317_000011	{@st41}どの矢を製造しますか？{/}	{@st41}어떤 종류의 화살을 제작하겠습니까?{/}				
UI_20150317_000012	{@st41b}一度だけ{/}	{@st41b}한번만{/}				
UI_20150317_000013	{@st41b}全部{/}	{@st41b}모두{/}				
UI_20150317_000014	{@st41b}中断{/}	{@st41b}중단{/}				
UI_20150317_000015	{@st43}冒険日誌{/}	{@st43}모험일지{/}				
UI_20150317_000016	{@st43}競売場{/}	{@st43}경매장{/}				
UI_20150317_000017	{@st59}競売場を閉じます{/}	{@st59}경매장을 닫습니다{/}				
UI_20150317_000018	{@st41b}落札アイテム : %s個、流札アイテム : %s個{/}	{@st41b}낙찰물품 : %s개,  유찰물품 : %s개{/}				
UI_20150317_000019	{@st43}{s22}アイテム競売{/}	{@st43}{s22}아이템 경매{/}				
UI_20150317_000020	{@st59}クエスト情報を閉じます{/}	{@st59}퀘스트 정보를 닫습니다{/}				
UI_20150317_000021	アベイレスト	아베일레스트				
UI_20150317_000022	{@st41b}残りの時間	{@st41b}남은 시간				
UI_20150317_000023	3時間 16分	3시간 16분				
UI_20150317_000024	{@st41b}開始価格	{@st41b}시작가				
UI_20150317_000025	{@st41b}入札数	{@st41b}입찰수				
UI_20150317_000026	{@st41b}現在の価格	{@st41b}현재가				
UI_20150317_000027	{@st41b}入札金	{@st41b}입찰금				
UI_20150317_000028	{@st41b}取消 {@st57}%s {@st41b}シルバーから入札可能{/}	{@st41b}최소 {@st57}%s {@st41b}실버부터 입찰가능{/}				
UI_20150317_000029	{@st41b}入札{/}	{@st41b}입찰{/}				
UI_20150317_000030	{@st43b}即時購入！{nl}{img icon_item_silver 20 20}{@st57}%s{/}	{@st43b}바로 구매!{nl}{img icon_item_silver 20 20}{@st57}%s{/}				
UI_20150317_000031	{@st44}権限設定{/}	{@st44}권한설정{/}				
UI_20150317_000032	{@st45}名前:%s{/}	{@st45}이름:%s{/}				
UI_20150317_000033	{@st45}PT倉庫{/}	{@st45}파티 창고{/}				
UI_20150317_000034	{@st49}なし	{@st49}없음				
UI_20150317_000035	{@st49}入れる	{@st49}넣기				
UI_20150317_000036	{@st49}持ってくる	{@st49}가져오기				
UI_20150317_000037	{@st45}アンケート{/}	{@st45}설문{/}				
UI_20150317_000038	{@st49}作成	{@st49}작성				
UI_20150317_000039	{@st49}削除	{@st49}삭제				
UI_20150317_000040	{@st44}保存{/}	{@st44}저장{/}				
UI_20150317_000041	{@st44}取消{/}	{@st44}취소{/}				
UI_20150317_000042	{@st43}{s22}美容室{/}	{@st43}{s22}미용실{/}				
UI_20150317_000043	{@st59}前のヘア{/}	{@st59}이전 머리{/}				
UI_20150317_000044	{@st59}次のヘア{/}	{@st59}다음 머리{/}				
UI_20150317_000045	{@st41b}変更{s18}(TP 100必要){/}	{@st41b}변경{s18}(NXP 100 필요){/}				
UI_20150317_000046	{@st59}選択したヘアに変更します。{/}	{@st59}선택한 헤어로 변경합니다.{/}				
UI_20150317_000047	{@st41}解約	{@st41}해약				
UI_20150317_000048	{@st43}ブラックマーケット{/}	{@st43}블랙 마켓{/}				
UI_20150317_000049	本の名前	책이름				
UI_20150317_000050	{@st59}読書をやめます{/}	{@st59}독서를 그만둡니다{/}				
UI_20150317_000051	{@st59}前のページ{/}	{@st59}이전 페이지{/}				
UI_20150317_000052	{@st59}次のページ{/}	{@st59}다음페이지{/}				
UI_20150317_000053	{@st47}%s登場!!	{@st47}%s 등장!!				
UI_20150317_000054	{@st43}スコア{/}	{@st43}스코어{/}				
UI_20150317_000055	受けたダメージ	받은 데미지				
UI_20150317_000056	テクニックボーナス	테크닉 보너스				
UI_20150317_000057	回避ボーナス	회피 보너스				
UI_20150317_000058	クリア時間	클리어 시간				
UI_20150317_000059	総合点	총 점수				
UI_20150317_000060	{@st42}経過時間	{@st42}경과 시간				
UI_20150317_000061	10分	10분				
UI_20150317_000062	10秒	10초				
UI_20150317_000063	{@st44}締め切る	{@st44}마감하기				
UI_20150317_000064	{@st59}自販機を閉じます{/}	{@st59}자판기를 닫습니다{/}				
UI_20150317_000065	{@st43}バフ自販機	{@st43}버프 자판기				
UI_20150317_000066	自販機名	자판기 이름				
UI_20150317_000067	{@st43}登録	{@st43}등록				
UI_20150317_000068	{@st43}取消	{@st43}취소				
UI_20150317_000069	バフ自販機	버프 자판기				
UI_20150317_000070	{@st59}バフ自販機を閉じます。	{@st59}버프 자판기를 닫습니다.				
UI_20150317_000071	{@st59}バフ自販機{nl} - シルバーを支払うとプレイヤーにバフスキルをかけることができます。	{@st59}버프 자판기{nl} - 실버를 지불해 해당 플레이어에게 버프 기술을 시전받을 수 있습니다.				
UI_20150317_000072	馬車メニュー	마차메뉴				
UI_20150317_000073	{ol}{s22}降りる{/}	{ol}{s22}내리기{/}				
UI_20150317_000074	キャスティング	캐스팅				
UI_20150317_000075	{@st43}ゲーム設定{/}	{@st43}게임설정{/}				
UI_20150317_000076	{@st64}方向キーでセルを選択してください！	{@st64}방향키를 입력해 셀을 선택하세요!				
UI_20150317_000077	{@st43}転職情報{/}	{@st43}전직 정보{/}				
UI_20150317_000078	{@st43}クラス選択	{@st43}클래스 선택				
UI_20150317_000079	サイコキネスト	사이코키네스스트				
UI_20150317_000080	{@st42}%sサークル{/}	{@st42}%s 서클{/}				
UI_20150317_000081	何サークル	몇 서클				
UI_20150317_000082	クラスに関する簡単な説明がここに表示されます。	클래스에 대한 간단한 설명을 이곳에 표시합니다.				
UI_20150317_000083	{@st41b}攻撃力 {@sti7}%s{/}	{@st41b}공격력 {@sti7}%s{/}				
UI_20150317_000084	{@st41b}補助    {@sti7}%s{/}	{@st41b}보조    {@sti7}%s{/}				
UI_20150317_000085	{@st41b}難易度 {@sti7}%s{/}	{@st41b}난이도 {@sti7}%s{/}				
UI_20150317_000086	{@st59}クラス情報ウィンドウを閉じます{/}	{@st59}클래스 정보 창을 닫습니다{/}				
UI_20150317_000087	転職機能アラーム	전직 가능 알람				
UI_20150317_000088	{@st43}クラス転職	{@st43}클래스 전직				
UI_20150317_000089	{@sti7}{s14}キャラクター{/}	{@sti7}{s14}캐릭터{/}				
UI_20150317_000090	{@sti8}{s14}クラス{/}	{@sti8}{s14}클래스{/}				
UI_20150317_000091	{@st44}チャット{/}	{@st44}채팅{/}				
UI_20150317_000092	To. WWWWWWWW 他 1	To. WWWWWWWW 외 1				
UI_20150317_000093	一般 : /s 内容{nl}シャウト : /y 内容{nl}PT : /p 内容{nl}ささやき : /w キャラ名 内容	일반 : /s 내용{nl}외침 : /y 내용{nl}파티 : /p 내용{nl}귓속말 : /w 캐릭명 내용				
UI_20150317_000094	{@st41}一般チャット{/}	{@st41}일반 대화{/}				
UI_20150317_000095	{@59}終了{/}	{@59}종료하기{/}				
UI_20150317_000096	{@59}招待{/}	{@59}초대하기{/}				
UI_20150317_000097	{@st59}全体{/}	{@st59}전체{/}				
UI_20150317_000098	{@st59}一般  (/s 任意の言葉){/}	{@st59}일반  (/s 할말){/}				
UI_20150317_000099	{@st59}シャウト  (/y 任意の言葉){/}	{@st59}외침  (/y 할말){/}				
UI_20150317_000100	{@st59}PT  (/p 任意の言葉){/}	{@st59}파티  (/p 할말){/}				
UI_20150317_000101	{@st59}ささやき   (/w チーム名 任意の言葉){/}	{@st59}귓속말   (/w 팀이름 할말){/}				
UI_20150317_000102	{@st59}チャットウィンドウサイズ調節{/}	{@st59}채팅창 크기 조절{/}				
UI_20150317_000103	{@st43}{s22}チャットメッセージ{/}	{@st43}{s22}채팅 매크로{/}				
UI_20150317_000104	{@st43}チャット定型文{/}	{@st43}매크로{/}				
UI_20150317_000105	{@st59b}チャット定型文{nl}{@st59s} - 使い方 : {nl} 1. 上のポーズアイコンを下にあるポーズスロットに登録{nl} 2. チャットメッセージを作成して保存{nl} 3. ショートカットキーを使うと、ポーズをとりながらチャットメッセージを発言する{/}	{@st59b}매크로{nl}{@st59s} - 사용 방법 : {nl} 1. 상단의 제스쳐 아이콘을 하단의 제스쳐 슬롯에 등록{nl} 2. 대화문구 작성 후 저장{nl} 3. 해당 단축키를 사용해서 대사와 동시에 제스쳐 동작{/}				
UI_20150317_000106	{@st59}チャット定型文を閉じます{/}	{@st59}매크로를 닫습니다{/}				
UI_20150317_000107	{@st41b}保存{/}	{@st41b}저장{/}				
UI_20150317_000108	{@st59}登録した内容を保存します{/}	{@st59}등록한 내용을 저장합니다{/}				
UI_20150317_000109	{@st41b}取消{/}	{@st41b}취소{/}				
UI_20150317_000110	{@st59}登録した内容を取消します{/}	{@st59}등록한 내용을 취소합니다{/}				
UI_20150317_000111	{@st42}チャット設定	{@st42}채팅 설정				
UI_20150317_000112	{@st42}透明度	{@st42}투명도				
UI_20150317_000113	吹き出し表示	말풍선 표시				
UI_20150317_000114	画面上部にシャウト表示	화면 상단에 외치기 내용 표시				
UI_20150317_000115	{@st43}チートリスト{/}	{@st43}치트리스트{/}				
UI_20150317_000116	{@st42b}  アイテム  {/}	{@st42b}  아이템  {/}				
UI_20150317_000117	{@st42b}  モンスター  {/}	{@st42b}  몬스터  {/}				
UI_20150317_000118	{@st42b}  マップ移動  {/}	{@st42b}  맵이동  {/}				
UI_20150317_000119	{@st42b}  戦闘命令  {/}	{@st42b}  전투명령  {/}				
UI_20150317_000120	{@st41b}閉じる{/}	{@st41b}닫기{/}				
UI_20150317_000121	{s16}{b}ダブルクリックか、生成ボタンを押すとアイテムを作ることができます。	{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.				
UI_20150317_000122	{s16}{b}個	{s16}{b}개				
UI_20150317_000123	{s16}{b}レベル	{s16}{b}레벨				
UI_20150317_000124	{@st41b}検索{/}	{@st41b}검색{/}				
UI_20150317_000125	{s16}{b}ダブルクリックか、生成ボタンを押すとモンスターを召喚することができます。	{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.				
UI_20150317_000126	{s16}{b}匹	{s16}{b}마리				
UI_20150317_000127	{s16}{b}地域を選択してください	{s16}{b}원하는 지역을 선택하세요				
UI_20150317_000128	{s18}{b}ミニマップ表示{/}	{s18}{b}미니맵 보기{/}				
UI_20150317_000129	{@st41b}ツールリスト{/}	{@st41b}툴 리스트{/}				
UI_20150317_000130	{@st59b}コレクション{nl}{@st59s} - ゲーム内コレクションデッキを手に入れてアイテムを集めると、そのアイテムをコレクションできる{nl} - コレクションデッキアイテムを使用すると、コレクションショートカットキーが活性化{nl}{/}	{@st59b}콜렉션{nl}{@st59s} - 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}				
UI_20150317_000131	{@st59}コレクション情報を閉じます{/}	{@st59}콜렉션 정보를 닫습니다{/}				
UI_20150317_000132	{@st43}コレクション{/}	{@st43}콜렉션{/}				
UI_20150317_000133	{@st43}カラースプレー{/}	{@st43}컬러스프레이{/}				
UI_20150317_000134	{@st49}カラースプレー{/}	{@st49}컬러스프레이{/}				
UI_20150317_000135	{@st49}色{/}	{@st49}색상{/}				
UI_20150317_000136	{@st49}残量{/}	{@st49}잔량{/}				
UI_20150317_000137	{@st49}ブラシ{/}	{@st49}브러쉬{/}				
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}描く{/}{/}	{@st49}{a END_EDIT_SPRAY}그리기{/}{/}				
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}保存{/}{/}	{@st49}{a SAVE_EDIT_SPRAY}저장{/}{/}				
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}読み込む{/}{/}	{@st49}{a LOAD_EDIT_SPRAY}불러오기{/}{/}				
UI_20150317_000141	{@st49}閉じる{/}	{@st49}닫기{/}				
UI_20150317_000142	{@st43}コンパニオン購入	{@st43}컴패니언 분양				
UI_20150317_000143	{@st59}購入するコンパニオンの名前を入力してください{/}	{@st59}분양 받을 컴패니언의 이름을 입력하세요{/}				
UI_20150317_000144	{@st41b}名前{/}	{@st41b}이름{/}				
UI_20150317_000145	{@st41b}価格     %s{/}	{@st41b}가격     %s{/}				
UI_20150317_000146	{@st59}コンパニオン購入ウィンドウを閉じます{/}	{@st59}컴패니엄 분양 창을 닫습니다{/}				
UI_20150317_000147	{@st41b}購入	{@st41b}분양				
UI_20150317_000148	{@st59}購入するコンパニオンを決めます{/}	{@st59}분양 받을 컴패니언을 결정합니다{/}				
UI_20150317_000149	{@st43}コンパニオンショップ	{@st43}컴패니언 샵				
UI_20150317_000150	{@st59}コンパニオンショップを閉じます{/}	{@st59}컴패니언 상점을 닫습니다{/}				
UI_20150317_000151	{@st43}他のキャラクター情報{/} {@st42}	{@st43}다른 캐릭터 정보{/} {@st42}				
UI_20150317_000152	{@st59}キャラクター情報を閉じます{/}	{@st59}캐릭터 정보를 닫습니다{/}				
UI_20150317_000153	{@st41b}情報	{@st41b}정보				
UI_20150317_000154	{@st41b}記録	{@st41b}기록				
UI_20150317_000155	チーム名	팀이륨				
UI_20150317_000156	キャラ名	캐릭이륨				
UI_20150317_000157	{#ffff00}%s{/}ランク %s {#ffff00}%s{/}レベル	{#ffff00}%s{/}랭크 %s {#ffff00}%s{/}레벨				
UI_20150317_000158	ソードマン	젼샤				
UI_20150317_000159	冒険ポイント {#ffff00}%s{/} ({#ffff00}%s{/}位/%s)	모험지수 {#ffff00}%s{/} ({#ffff00}%s{/}위/%s)				
UI_20150317_000160	冒険ポイント {#ffff00}%s{/} ({#ffff00}Unranked{/})	모험지수 {#ffff00}%s{/} ({#ffff00}Unranked{/})				
UI_20150317_000161	業績達成 {#ffff00}%s{/}個	업적달성 {#ffff00}%s{/}개				
UI_20150317_000162	設定	설정				
UI_20150317_000163	タブ名を消して確認を押すと、タブが削除されます	탭 제목을 지우고 확인하면 탭이 삭제됩니다				
UI_20150317_000164	{@st49}全体{/}	{@st49}전체{/}				
UI_20150317_000165	{@st49}システム{/}	{@st49}시스템{/}				
UI_20150317_000166	{@st49}チャット{/}	{@st49}대화{/}				
UI_20150317_000167	{@st49}戦闘{/}	{@st49}전투{/}				
UI_20150317_000168	{@st49}アイテム{/}	{@st49}아이템{/}				
UI_20150317_000169	{@st43}クレジット{/}	{@st43}크레딧{/}				
UI_20150317_000170	{@st43}ターゲット固定設定中{/}	{@st43}타겟 고정 설정 중{/}				
UI_20150317_000171	NPC名	엔피씨이름				
UI_20150317_000172	比較	비교				
UI_20150317_000173	イラスト	일러스트				
UI_20150317_000174	チャット選択	대화 선택				
UI_20150317_000175	テキストヘルプ	텍스트 헬프				
UI_20150317_000176	{@st41}アイテム製造{/}	{@st41}아이템 제조{/}				
UI_20150317_000177	{@st45tw2}アイテム製造中…	{@st45tw2}아이템 제작 중...				
UI_20150317_000178	%r 秒	%r 초				
UI_20150317_000179	{@st41}取消{/}	{@st41}취소{/}				
UI_20150317_000180	{@st45tw2}個数{/}	{@st45tw2}수량 {/}				
UI_20150317_000181	{@st45tw2}アイテムを作りますか？	{@st45tw2}아이템을 만드시겠습니까?				
UI_20150317_000182	{@st41}決定{/}	{@st41}결정{/}				
UI_20150317_000183	クエスト情報	퀘스트 정보				
UI_20150317_000184	{@st59}取引を取消します{/}	{@st59}거래를취소합니다{/}				
UI_20150317_000185	{@st43}個人取引{/}	{@st43}개인 거래{/}				
UI_20150317_000186	自分の取引リスト	내 거래 목록				
UI_20150317_000187	シルバー: %s	실버 : %s				
UI_20150317_000188	入力	입력				
UI_20150317_000189	{@st41}受諾	{@st41}수락				
UI_20150317_000190	{@st41}最終確認	{@st41}최종확인				
UI_20150317_000191	相手(%s)の取引リスト	상대방(%s) 거래 목록				
UI_20150317_000192	相手の名前	상대방이름				
UI_20150317_000193	{s18}{ol}{gr gradation1}フィールドイベント{/}	{s18}{ol}{gr gradation1}필드 이벤트{/}				
UI_20150317_000194	{s20}{ol}ゴブリン族を倒せ！に参加しますか？	{s20}{ol}부베족을 물리쳐라! 참가하시겠습니까?				
UI_20150317_000195	{s20}{ol}%s参加しますか？	{s20}{ol}%s 참가하시겠습니까?				
UI_20150317_000196	{s20}{ol}参加人数 : (1/5)	{s20}{ol}참가 인원 : (1/5)				
UI_20150317_000197	{s20}{ol}参加人数 : (%s/%s)	{s20}{ol}참가 인원 : (%s/%s)				
UI_20150317_000198	{s20}{ol}1秒後にゲームが始まります。	{s20}{ol}1초 후 게임이 시작됩니다.				
UI_20150317_000199	{s20}{ol}%s秒後にゲームが始まります。	{s20}{ol}%s초 후 게임이 시작됩니다.				
UI_20150317_000200	今日は表示しない	오늘 하루 보지 않기.				
UI_20150317_000201	フィールドイベントを表示しません。	필드 이벤트를 보지 않습니다.				
UI_20150317_000202	ゲーム参加	게임 참여				
UI_20150317_000203	プレイヤーたちとゲームを開始します。	플레이어들과 게임을 시작합니다.				
UI_20150317_000204	ゲームに参加しません。	게임 참여를 하지 않습니다.				
UI_20150317_000205	スプレープリセット	스프레이 프리셋				
UI_20150317_000206	{@st49}選択{/}	{@st49}선택{/}				
UI_20150317_000207	{@st49}取消{/}	{@st49}취소{/}				
UI_20150317_000208	{@st49}削除{/}	{@st49}삭제{/}				
UI_20150317_000209	保存するファイルの名前を入力します。	저장할 파일의 이름을 입력합니다.				
UI_20150317_000210	{@st43}フレンド	{@st43}친구				
UI_20150317_000211	{@st59}フレンドリストを閉じます{/}	{@st59}친구 목록를 닫습니다{/}				
UI_20150317_000212	{@st59b}フレンド{nl}{@st59s} - フレンドの関係はチーム単位で成立{nl} - リストタブのリスト右クリックでフレンドの状態確認やリスト管理が可能{nl} - 管理タブでフレンド申請、拒否、などの内容とブラックリストを確認可能{/}	{@st59b}친구{nl}{@st59s} - 친구 관계는 계정 사이에 생성{nl} - 목록 탭에서 친구들의 상태 확인/삭제 가능{nl} - 관리 탭에서 초대, 거절, 차단 등의 내용을 확인{/}				
UI_20150317_000213	{@st41b}接続中のフレンドだけ表示{/}	{@st41b}접속한 친구만 보기{/}				
UI_20150317_000214	{@st41b}リスト	{@st41b}목록				
UI_20150317_000215	{@st41b}管理	{@st41b}관리				
UI_20150317_000216	{@st41b}フレンド申請	{@st41b}친구 신청				
UI_20150317_000217	{@st41b}ブロック	{@st41b}차단				
UI_20150317_000218	{@st59}検索{/}	{@st59}검색{/}				
UI_20150317_000219	{@st44}ギルド{/}	{@st44}길드{/}				
UI_20150317_000220	ギルド	길드				
UI_20150317_000221	名簿	명단				
UI_20150317_000222	お知らせ	새소식				
UI_20150317_000223	ギルドミッション	길드미션				
UI_20150317_000224	接続中のメンバー数	접속중인 구성원 수				
UI_20150317_000225	{@st44}ギルド設立{/}	{@st44}길드생성{/}				
UI_20150317_000226	{@st42}設立{/}	{@st42}생성{/}				
UI_20150317_000227	{@st42}閉じる{/}	{@st42}닫기{/}				
UI_20150317_000228	{@st42}全体{/}	{@st42}전체{/}				
UI_20150317_000229	{@st42}今日のランキング{/}	{@st42}오늘랭킹{/}				
UI_20150317_000230	{@st42}週間ランキング{/}	{@st42}주간랭킹{/}				
UI_20150317_000231	{@st56}順位{/}	{@st56}순위{/}				
UI_20150317_000232	{@st56}点数{/}	{@st56}점수{/}				
UI_20150317_000233	{@st56}職業{/}	{@st56}직업{/}				
UI_20150317_000234	{@st56}名前{/}	{@st56}이름{/}				
UI_20150317_000235	前のページ	이전 페이지				
UI_20150317_000236	次のページ	다음 페이지				
UI_20150317_000237	{@st42}ID検索{/}	{@st42}ID 검색{/}				
UI_20150317_000238	入力したIDを検索します	입력한 ID를 검색합니다				
UI_20150317_000239	名誉の殿堂を閉じます	명예의 전당을 닫습니다				
UI_20150317_000240	検索するIDを入力します	검색할 ID를 입력합니다				
UI_20150317_000241	{@st59}スタミナ{/}	{@st59}스태미나{/}				
UI_20150317_000242	{@st43}ヘルプリスト{/}	{@st43}도움말 목록{/}				
UI_20150317_000243	{@st59}ヘルプリストウィンドウを閉じます{/}	{@st59}도움말 목록 창을 닫습니다{/}				
UI_20150317_000244	{@st59b}ヘルプリスト{nl}{@st59s} - 一度読んだヘルプをリストで再確認できる{nl} - 確認したい項目を選択すると詳細表示{/}	{@st59b}도움말 목록{nl}{@st59s} - 읽었던 도움말들을 목록에서 다시 확인 가능{nl} - 원하는 항목을 선택해서 상세 보기{/}				
UI_20150317_000245	{@st43}{s22}ヘルプ{/}	{@st43}{s22}도움말{/}				
UI_20150317_000246	{@st47_b}{b}ヘルプタイトル{/}	{@st47_b}{b}도움말 제목{/}				
UI_20150317_000247	{@st42b}簡単ヘルプ内容{/}	{@st42b}심플 도움말내용{/}				
UI_20150317_000248	{@st59}詳しく見る{/}	{@st59}자세하게 보기{/}				
UI_20150317_000249	数を入力してください	수량을 입력하세요				
UI_20150317_000250	{@st59}内容を入力します{/}	{@st59}내용을 입력합니다{/}				
UI_20150317_000251	{@st41b}確認	{@st41b}확인				
UI_20150317_000252	{@st59}入力内容を確認します{/}	{@st59}입력 내용을 확인합니다{/}				
UI_20150317_000253	{@st41b}閉じる	{@st41b}닫기				
UI_20150317_000254	{@st59}入力を取消します{/}	{@st59}입력을 취소합니다{/}				
UI_20150317_000255	{@st43}ワープ{/}	{@st43}워프{/}				
UI_20150317_000256	{@st59}ワープウィンドウを閉じます{/}	{@st59}워프 창을 닫습니다{/}				
UI_20150317_000257	{@st59b}ワープ{nl}{@st59s} - 自分が行ったことのある地域へワープできるシステム{nl} - ワープポイントが2個以上の場合にワープ機能が活性化{nl}{/}	{@st59b}워프{nl}{@st59s} - 자신이 방문한 지역으로 워프할 수 있는 시스템{nl} - 워프가 2개이상일때 워프 기능 활성화{nl}{/}				
UI_20150317_000258	{@st41}現在の位置 : %s{/}	{@st41}현재 위치 : %s{/}				
UI_20150317_000259	{@st43}{s22}ワープ{/}	{@st43}{s22}워프{/}				
UI_20150317_000260	{@st41b}この地域に移動しますか？{/}	{@st41b}이 지역으로 이동하시겠습니까?{/}				
UI_20150317_000261	シャウレイなんちゃら	사울레이 어쩌고				
UI_20150317_000262	消耗コイン : 0	소모 코인 : 0				
UI_20150317_000263	イントロ	인트로				
UI_20150317_000264	{@st43}インベントリ{/}	{@st43}인벤토리{/}				
UI_20150317_000265	{@st59}インベントリを閉じます{/}	{@st59}인벤토리를 닫습니다{/}				
UI_20150317_000266	{@st59b}着用装備{nl}{@st59s} - ヘア/コスチューム : 外見変更可能アイテム着用{nl} - 武器 : 片手装備と両手装備を着用可能{nl}   (片手装備着用時、サブウェポン/盾を着用可能 ){nl} - 防具 : 上半身、下半身、手袋、靴着用{nl} - アクセサリ : ネックレス 1個、ブレスレット2個着用{nl}{/}	{@st59b}착용장비{nl}{@st59s} - 헤어/코스튬 : 외형 변경 가능 아이템 착용{nl} - 무기 : 한손 장비 및 양손 장비 착용 가능{nl}   (한손 장비 착용시 서브웨폰/방패 착용 가능 ){nl} - 방어구 : 상의, 하의, 장갑, 신발 착용{nl} - 악세서리 : 목걸이 1개, 팔찌 2개 착용{nl}{/}				
UI_20150317_000267	{@st59}ヘアコスチューム1{/}	{@st59}헤어 코스튬1{/}				
UI_20150317_000268	{@st59}ヘアコスチューム2{/}	{@st59}헤어 코스튬2{/}				
